Id;Logradouro;Numero;Complemento;Bairro;Referencia;CEP;Transacao;Preco;Data de Transacao;Tipo de Financiamento;Valor Financiado;Cartório de Registro;Matrícula do Imóvel;Situação do SQL;Área do Terreno (m2);Testada (m);Área Construída (m2);Uso (IPTU);Descrição do uso (IPTU);Padrão (IPTU);ACC (IPTU);ACC (IPTU)
7228;AV PAULISTA;2073;VG 348;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25761;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7229;AV PAULISTA;2073;VG 349;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25762;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7230;AV PAULISTA;2073;VG 350;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25763;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7231;AV PAULISTA;2073;VG 351;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25761;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7232;R DO BOQUEIRAO;185;AP 201 D;BL 2 ALA D   DRACENA;;4293000;1.Compra e venda;350000;10/12/2019;1.Sistema Financeiro de Habitação;287000;14  CARTORIO DE REGISTRO DE IMOVEL;189781;Ativo Predial;8196;88,52;102;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2007
7233;AV PAULISTA;2073;VG 352;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25765;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7234;AV PAULISTA;2073;VG 353;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25766;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7235;AV PAULISTA;2073;VG 354;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25767;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7236;R DR ELISIO DE CASTRO;165;;;;4277010;1.Compra e venda;2352197,55;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;45391;Ativo Predial;900;20;1387;71;ESCOLA;33;COMERCIAL HORIZONTAL;1985
7237;R MARINA CRESPI;274;VG M 42;MOOCA;CONDOMINIO ABSOLUTO;3112090;1.Compra e venda;30000;18/12/2019;;0;7  CARTORIO DE REGISTRO DE IMOVEL;177160;Ativo Predial;3412;41,04;28;24;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE USO EXCLUSIVAMENTE RESIDENCIAL (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2014
7238;R DR ELISIO DE CASTRO;165;;;;4277010;1.Compra e venda;2352197,55;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;112642;Ativo Predial;900;20;1387;71;ESCOLA;33;COMERCIAL HORIZONTAL;1985
7239;R DR ELISIO DE CASTRO;165;;;;4277010;1.Compra e venda;2352197,55;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;20917;Ativo Predial;900;20;1387;71;ESCOLA;33;COMERCIAL HORIZONTAL;1985
7240;AV PAULISTA;2073;VG 355;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25768;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7241;AV PAULISTA;2073;VG 356;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25769;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7242;AV PAULISTA;2073;VG 357;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25770;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7243;AV PAULISTA;2073;VG 358;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25771;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7244;AV PAULISTA;2073;VG 359;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25772;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7245;R TOMAS DA FONSECA;137;;ALTO DA MOOCA;;3193140;1.Compra e venda;770000;21/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;162739;Ativo Predial;153;4,85;151;10;RESIDÊNCIA;12;RESIDENCIAL HORIZONTAL ;2004
7246;R NSRA ACHEROPITA;83;;VLSANTA CLARA;LT 10B   QD 12;3159120;12.Dação em pagamento por escritura pública;450000;21/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;214632;Ativo Predial;96;4;111;10;RESIDÊNCIA;12;RESIDENCIAL HORIZONTAL ;2015
7247;AV PAULISTA;2073;VG 360;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25773;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7248;AV PAULISTA;2073;VG 361;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25774;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7249;AV JABAQUARA;2229;CJ 122 E 7VG;2237 2239 2249;;4045003;12.Dação em pagamento por escritura pública;600000;21/12/2019;;0;8  CARTORIO DE REGISTRO DE IMOVEL;187472;Ativo Predial;1695;30,35;325;30;ESCRITÓRIO/CONSULTÓRIO EM CONDOMÍNIO (UNID AUTÔNOMA EXIGE FRAÇÃO IDEAL);44;COMERCIAL VERTICAL;2014
7250;AV PAULISTA;2073;VG 362;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25775;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7251;AV PAULISTA;2073;VG 363;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25776;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7252;AV PAULISTA;2073;VG 364;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25777;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7253;AV PAULISTA;2073;VG 365;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25778;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7254;AV PAULISTA;2073;VG 366;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25779;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7255;AV PAULISTA;2073;VG 367;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25780;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7256;R DR ELISIO DE CASTRO;191;E 199;;;4277010;1.Compra e venda;1176098,78;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;21817;Ativo Predial;600;20;664;71;ESCOLA;32;COMERCIAL HORIZONTAL;1994
7257;R DR ELISIO DE CASTRO;191;E 199;;;4277010;1.Compra e venda;391640,92;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;236736;Ativo Predial;600;20;664;71;ESCOLA;32;COMERCIAL HORIZONTAL;1994
7258;AV PAULISTA;2073;VG 368;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25781;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7259;AV PAULISTA;2073;VG 369;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25782;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7260;R DR ELISIO DE CASTRO;191;E 199;;;4277010;1.Compra e venda;784457,88;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;76595;Ativo Predial;600;20;664;71;ESCOLA;32;COMERCIAL HORIZONTAL;1994
7261;AV PAULISTA;2073;VG 370;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25783;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7262;R DR ELISIO DE CASTRO;191;E 199;;;4277010;1.Compra e venda;2352197,55;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;68870;Ativo Predial;600;20;664;71;ESCOLA;32;COMERCIAL HORIZONTAL;1994
7263;AV PAULISTA;2073;VG 371;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25784;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7264;AV PAULISTA;2073;VG 372;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25785;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7265;AV PAULISTA;2073;VG 373;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25786;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7266;AV PAULISTA;2073;VG 374;CERQUEIRA CESAR;CONJUNTO NACIONAL;1311940;1.Compra e venda;100000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25787;Ativo Predial;13325;0;30;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);43;COMERCIAL VERTICAL;1957
7267;R ANTONIO PIRES;810;VAGA 265;TIPO I;;2730000;4.Arrematação (em leilão ou hasta pública);78671,59;05/07/2019;;0;8  CARTORIO DE REGISTRO DE IMOVEL;11212;Ativo Predial;6947;39,01;35;24;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE USO EXCLUSIVAMENTE RESIDENCIAL (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1994
7268;AV PAULISTA;2073;CONJUNTOS 6 ;;CONJUNTO NACIONAL;1311940;1.Compra e venda;23000000;20/12/2019;;0;13  CARTORIO DE REGISTRO DE IMOVEL;25828;Ativo Predial;13325;0;2786;30;ESCRITÓRIO/CONSULTÓRIO EM CONDOMÍNIO (UNID AUTÔNOMA EXIGE FRAÇÃO IDEAL);44;COMERCIAL VERTICAL;1970
7269;R FRANCISCO LUIZ DE SOUZA JUNIOR;350;AP 183   TOR;NICOLETTE;;5037001;1.Compra e venda;430000;20/12/2019;;0;10  CARTORIO DE REGISTRO DE IMOVEL;133315;Ativo Predial;5222;60;90;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2012
7270;R SILVEIRA RODRIGUES;23;AP 42;COND ED RES FLORENCA;BLOCO A;5048070;1.Compra e venda;920000;18/12/2019;;0;10  CARTORIO DE REGISTRO DE IMOVEL;146235;Ativo Predial;4075;95,9;160;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);23;RESIDENCIAL VERTICAL;2016
7271;R SILVEIRA RODRIGUES;23;VG 20P;COND ED RES FLORENCA;;5048070;1.Compra e venda;130000;18/12/2019;;0;10  CARTORIO DE REGISTRO DE IMOVEL;146288;Ativo Predial;4075;95,9;30;24;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE USO EXCLUSIVAMENTE RESIDENCIAL (EXIGE FRAÇÃO IDEAL);23;RESIDENCIAL VERTICAL;2016
7272;R SILVEIRA RODRIGUES;23;VG 149P 148M;COND ED RES FLORENCA;;5048070;1.Compra e venda;300000;18/12/2019;;0;10  CARTORIO DE REGISTRO DE IMOVEL;146355;Ativo Predial;4075;95,9;64;24;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE USO EXCLUSIVAMENTE RESIDENCIAL (EXIGE FRAÇÃO IDEAL);23;RESIDENCIAL VERTICAL;2016
7273;R SALVADOR SIMOES;590;AP 10;VILA DOM PEDRO I;;4276000;1.Compra e venda;229307,49;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;111172;Ativo Predial;300;10;69;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1967
7274;R SALVADOR SIMOES;590;AP 11;VILA DOM PEDRO I;;4276000;1.Compra e venda;228361,6;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;111173;Ativo Predial;300;10;69;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1967
7275;R SALVADOR SIMOES;590;AP 20;VILA DOM PEDRO I;;4276000;1.Compra e venda;332239,42;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;111174;Ativo Predial;300;10;100;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1967
7276;R CLELIA;683;AP 303;AGUA BRANCA;;5042000;1.Compra e venda;300000;06/12/2019;1.Sistema Financeiro de Habitação;228950;10  CARTORIO DE REGISTRO DE IMOVEL;76239;Ativo Predial;1024;20;70;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1974
7277;R SALVADOR SIMOES;590;AP 21;VILA DOM PEDRO I;;4276000;1.Compra e venda;222348,63;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;111175;Ativo Predial;300;10;67;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1967
7278;R JOSE ALEXANDRE ALMEIDA LUIZ;161;AP 71 E VG;;;3337005;1.Compra e venda;2912568;19/12/2019;;0;9  CARTORIO DE REGISTRO DE IMOVEL;223756;Ativo Predial;2044;0;574;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);25;RESIDENCIAL VERTICAL;2010
7279;R SALVADOR SIMOES;590;AP 22;VILA DOM PEDRO I;;4276000;1.Compra e venda;215427,28;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;111176;Ativo Predial;300;10;65;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1967
7280;R SALVADOR SIMOES;590;AP 30;VILA DOM PEDRO I;;4276000;1.Compra e venda;332239,42;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;111177;Ativo Predial;300;10;100;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1967
7281;R SALVADOR SIMOES;590;AP 31;VILA DOM PEDRO I;;4276000;1.Compra e venda;215759,55;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;111178;Ativo Predial;300;10;65;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1967
7282;R SALVADOR SIMOES;590;AP 32;VILA DOM PEDRO I;;4276000;1.Compra e venda;206247,05;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;111179;Ativo Predial;300;10;62;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1967
7283;R SALVADOR SIMOES;590;AP 40;VILA DOM PEDRO I;;4276000;1.Compra e venda;81694,95;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;111180;Ativo Predial;300;10;25;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1967
7284;AV INTERLAGOS;1601;AP 42   GAMA;TORRE C;COND INTERCLUBE;4661100;1.Compra e venda;450000;13/12/2019;1.Sistema Financeiro de Habitação;331739,6;11  CARTORIO DE REGISTRO DE IMOVEL;389265;Ativo Predial;8750;28;122;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2012
7285;R SALVADOR SIMOES;590;AP 41;VILA DOM PEDRO I;;4276000;1.Compra e venda;215616,19;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;111181;Ativo Predial;300;10;65;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1967
7286;R SALVADOR SIMOES;590;AP 42;VILA DOM PEDRO I;;4276000;1.Compra e venda;206247,05;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;111182;Ativo Predial;300;10;62;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1967
7287;R BOM PASTOR;1841;;;;4203052;1.Compra e venda;98019,75;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;94124;Ativo Predial;74;4,5;100;31;PRÉDIO DE ESCRITÓRIO OU CONSULTÓRIO, NÃO EM CONDOMÍNIO, COM OU SEM LOJAS;33;COMERCIAL HORIZONTAL;1977
7288;R SALVADOR SIMOES;586;LOJA;ALTO DO IPIRANGA;;4276000;1.Compra e venda;201907,44;17/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;111171;Ativo Predial;300;10;59;41;LOJA EM EDIFÍCIO EM CONDOMÍNIO (UNIDADE AUTÔNOMA EXIGE FRAÇÃO IDEAL);42;COMERCIAL VERTICAL;1967
7289;R QUATA;76;AP 1303 E DP;;VN CASA QUATA;4546040;1.Compra e venda;336379,24;20/12/2019;;0;4  CARTORIO DE REGISTRO DE IMOVEL;192794;Ativo Predial;1149;37,82;70;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2016
7290;R COSTA BARROS;2050;AP 603 E VG ;RESID PQ CIDADE DE SP;EDIF PARQUE DO CARMO;3210001;2.Cessão de direitos relativos a compromisso de compra e venda;249189,55;13/12/2019;;0;6  CARTORIO DE REGISTRO DE IMOVEL;113579;Ativo Predial;40660;162,86;121;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;1992
7291;R JOSE GONCALVES;180;AP 53 E VG D;ED AGUA   BL 1;MAIS MORUMBI CLUBE;5727250;1.Compra e venda;480000;20/12/2019;;0;11  CARTORIO DE REGISTRO DE IMOVEL;371088;Ativo Predial;6691;179,1;161;20;APARTAMENTO EM CONDOMÍNIO (EXIGE FRAÇÃO IDEAL);22;RESIDENCIAL VERTICAL;2010
7292;AV MARIA COELHO AGUIAR;215;VAGA 001 R 2;;BLOCO H;5804900;1.Compra e venda;30878,14;20/12/2019;;0;11  CARTORIO DE REGISTRO DE IMOVEL;230849;Ativo Predial;233924;320,41;28;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);44;COMERCIAL VERTICAL;1979
7293;AV MARIA COELHO AGUIAR;215;VAGA 002 R 2;;BL H;5804900;1.Compra e venda;30878,14;20/12/2019;;0;11  CARTORIO DE REGISTRO DE IMOVEL;230850;Ativo Predial;233924;320,41;28;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);44;COMERCIAL VERTICAL;1979
7294;AV MARIA COELHO AGUIAR;215;VAGA 003 R 2;;BLOCO H;5804900;1.Compra e venda;30878,14;20/12/2019;;0;11  CARTORIO DE REGISTRO DE IMOVEL;230851;Ativo Predial;233924;320,41;28;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);44;COMERCIAL VERTICAL;1979
7295;AV MARIA COELHO AGUIAR;215;VAGA 004 R 2;;BLOCO H;5804900;1.Compra e venda;30878,14;20/12/2019;;0;11  CARTORIO DE REGISTRO DE IMOVEL;230852;Ativo Predial;233924;320,41;28;23;GARAGEM (UNIDADE AUTÔNOMA) EM EDIFÍCIO EM CONDOMÍNIO DE ESCRITÓRIOS, CONSULTÓRIOS OU MISTO (EXIGE FRAÇÃO IDEAL);44;COMERCIAL VERTICAL;1979
